  0.579999983       41.0000000    
  0.326000005       65.0000000    
  0.697000027       90.0000000    
  0.588000000       115.000000    
  0.717000008       139.000000    
  0.764999986       164.000000    
  0.644999981       188.000000    
  0.880999982       213.000000    
  0.601000011       237.000000    
  0.898999989       262.000000    
  0.442000002       286.000000    
  0.814000010       311.000000    
  0.319999993       335.000000    
  0.708999991       361.000000    
  0.144999996       384.000000    
  0.513999999       410.000000    
